Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Togo,"37,046",,273 ,,"36,747",,26,,"4,286",32,"738,130","85,390","8,644,218 ",Africa,233,"31,664",12.0,,,3,5/23/2022
Guinea,"36,597",,442 ,,"36,113",,42,8,"2,651",32,"660,107","47,821","13,803,745 ",Africa,377,"31,230",21.0,,,3,5/23/2022
Aruba,"36,316",,213 ,,"35,808",,295,,"337,447","1,979","177,885","1,652,899","107,620 ",North America,3,505,1.0,,,"2,741",5/23/2022
Tanzania,"35,354",,840 ,,,,,7,562,13,,,"62,938,794 ",Africa,"1,780","74,927",,,,545,5/23/2022
Faeroe Islands,"34,658",,28 ,,,,,5,"704,245",569,"778,000","15,808,831","49,213 ",Europe,1,"1,758",0.0,,,"547,355",5/23/2022
Bahamas,"34,274",,810 ,,"32,593",,871,,"85,616","2,023","235,192","587,504","400,324 ",North America,12,494,2.0,,,"2,176",5/23/2022
Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,136",321,"431,221","198,331","2,174,248 ",Africa,66,"3,119",5.0,,,"3,706",5/23/2022
Mali,"31,056",,734 ,,"30,161",,161,,"1,455",34,"679,917","31,847","21,349,414 ",Africa,687,"29,086",31.0,,,8,5/23/2022
Haiti,"30,746",,835 ,,"29,651",,260,,"2,636",72,"132,422","11,353","11,664,439 ",North America,379,"13,969",88.0,,,22,5/23/2022
Isle of Man,"28,416",,105 ,,"26,794",,"1,517",,"330,876","1,223","150,753","1,755,371","85,881 ",Europe,3,818,1.0,,,"17,664",5/23/2022
Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,119",13,"604,310","47,504","12,721,305 ",Africa,472,"78,045",21.0,,,101,5/23/2022
Somalia,"26,521",,"1,350 ",,"13,182",,"11,989",,"1,585",81,"400,466","23,939","16,728,373 ",Africa,631,"12,391",42.0,,,717,5/23/2022
Saint Lucia,"24,957",,370 ,,"23,758",,829,1,"134,751","1,998","143,281","773,622","185,208 ",North America,7,501,1.0,,,"4,476",5/23/2022
Cayman Islands,"24,477",,28 ,,"8,553",,"15,896",1,"364,371",417,"222,773","3,316,259","67,176 ",North America,3,"2,399",0.0,,,"236,632",5/23/2022
Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,170",67,"347,815","60,239","5,773,927 ",Africa,240,"14,997",17.0,,,609,5/23/2022
Timor-Leste,"22,890",,131 ,,"22,748",,11,,"16,760",96,"265,125","194,124","1,365,753 ",Asia,60,"10,426",5.0,,,8,5/23/2022
Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,327","21,982,871 ",Africa,"1,054","57,547",88.0,,,1,5/23/2022
Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,730",33,,,"6,773,060 ",North America,366,"30,102",,,,"2,073",5/23/2022
Gibraltar,"18,273",,102 ,,"16,579",,"1,592",,"542,676","3,029","534,283","15,867,278","33,672 ",Europe,2,330,0.0,,,"47,280",5/23/2022
Solomon Islands,"18,174",,146 ,,"16,357",,"1,671",2,"25,290",203,"5,117","7,121","718,613 ",Australia/Oceania,40,"4,922",140.0,,,"2,325",5/23/2022
South Sudan,"17,573",,138 ,,"13,514",,"3,921",1,"1,536",12,"395,064","34,531","11,441,004 ",Africa,651,"82,906",29.0,,,343,5/23/2022
Liechtenstein,"17,407",+2,84 ,,"17,282",+9,41,,"454,088","2,191","102,174","2,665,362","38,334 ",Europe,2,456,0.0,52,,"1,070",5/23/2022
Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,749",12,,,"9,941,187 ",Asia,572,"80,171",,,,,5/23/2022
Grenada,"17,234",,223 ,,"15,969",,"1,042",4,"151,835","1,965","161,503","1,422,871","113,505 ",North America,7,509,1.0,,,"9,180",5/23/2022
San Marino,"16,991",,115 ,,"16,680",,196,4,"498,782","3,376","152,231","4,468,839","34,065 ",Europe,2,296,0.0,,,"5,754",5/23/2022
Equatorial Guinea,"15,910",,183 ,,"15,704",,23,5,"10,679",123,"320,949","215,432","1,489,791 ",Africa,94,"8,141",5.0,,,15,5/23/2022
Djibouti,"15,631",,189 ,,"15,427",,15,,"15,399",186,"305,941","301,399","1,015,070 ",Africa,65,"5,371",3.0,,,15,5/23/2022
CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,937",23,"81,294","16,298","4,987,974 ",Africa,340,"44,141",61.0,,,"1,539",5/23/2022
Bermuda,"14,442",,137 ,,"13,945",,360,,"233,519","2,215","903,163","14,603,654","61,845 ",North America,4,451,0.0,,,"5,821",5/23/2022
Dominica,"13,116",,63 ,,"12,465",,588,,"181,353",871,"196,777","2,720,808","72,323 ",North America,6,"1,148",0.0,,,"8,130",5/23/2022
Samoa,"12,382",,25 ,,"1,605",,"10,752",4,"61,633",124,"98,999","492,782","200,898 ",Australia/Oceania,16,"8,036",2.0,,,"53,520",5/23/2022
Monaco,"12,109",,57 ,,"11,983",,69,4,"304,506","1,433","54,960","1,382,085","39,766 ",Europe,3,698,1.0,,,"1,735",5/23/2022
Gambia,"11,999",,365 ,,"11,591",,43,,"4,716",143,"155,686","61,184","2,544,543 ",Africa,212,"6,971",16.0,,,17,5/23/2022
Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,180",369,"164,926","2,895,674","56,956 ",North America,5,"2,712",0.0,,,"161,335",5/23/2022
Yemen,"11,819",,"2,149 ",,"9,042",,628,23,380,69,"265,253","8,539","31,063,406 ",Asia,"2,628","14,455",117.0,,,20,5/23/2022
Tonga,"11,500",,11 ,,"10,875",,614,,"106,529",102,"535,009","4,955,990","107,952 ",Australia/Oceania,9,"9,814",0.0,,,"5,688",5/23/2022
Saint Martin,"10,602",,63 ,,"1,399",,"9,140",7,"265,661","1,579","112,382","2,816,027","39,908 ",North America,4,633,0.0,,,"229,027",5/23/2022
Sint Maarten,"10,189",,86 ,,"10,068",,35,10,"232,663","1,964","62,056","1,417,030","43,793 ",North America,4,509,1.0,,,799,5/23/2022
Caribbean Netherlands,"9,986",,35 ,,"9,886",,65,,"374,260","1,312","30,126","1,129,076","26,682 ",North America,3,762,1.0,,,"2,436",5/23/2022
Eritrea,"9,754",,103 ,,"9,640",,11,,"2,680",28,"23,693","6,511","3,638,902 ",Africa,373,"35,329",154.0,,,3,5/23/2022
Niger,"9,031",,310 ,,"8,628",,93,1,349,12,"254,538","9,844","25,856,742 ",Africa,"2,863","83,409",102.0,,,4,5/23/2022
Vanuatu,"8,682",+23,14 ,,"8,315",+28,353,,"27,075",44,"24,976","77,888","320,665 ",Australia/Oceania,37,"22,905",13.0,72,,"1,101",5/23/2022
Guinea-Bissau,"8,246",,171 ,,"8,029",,46,6,"4,011",83,"137,803","67,037","2,055,618 ",Africa,249,"12,021",15.0,,,22,5/23/2022
Comoros,"8,100",,160 ,,"7,933",,7,,"8,955",177,,,"904,497 ",Africa,112,"5,653",,,,8,5/23/2022
Antigua and Barbuda,"7,942",,138 ,,"7,623",,181,1,"79,854","1,388","18,901","190,042","99,457 ",North America,13,721,5.0,,,"1,820",5/23/2022
Sierra Leone,"7,682",,125 ,,,,,,927,15,"259,958","31,386","8,282,581 ",Africa,"1,078","66,261",32.0,,,331,5/23/2022
Liberia,"7,455",,294 ,,"5,747",,"1,414",2,"1,412",56,"139,824","26,474","5,281,604 ",Africa,708,"17,965",38.0,,,268,5/23/2022
Chad,"7,415",,193 ,,"4,874",,"2,348",,428,11,"191,341","11,051","17,313,604 ",Africa,"2,335","89,708",90.0,,,136,5/23/2022
St. Vincent Grenadines,"6,848",,106 ,,"6,641",,101,,"61,360",950,"99,409","890,730","111,604 ",North America,16,"1,053",1.0,,,905,5/23/2022
British Virgin Islands,"6,690",,62 ,,,,,1,"218,556","2,025","103,895","3,394,152","30,610 ",North America,5,494,0.0,,,"4,312",5/23/2022
Turks and Caicos,"6,097",,36 ,,"6,026",,35,4,"153,561",907,"512,050","12,896,685","39,704 ",North America,7,"1,103",0.0,,,882,5/23/2022
Sao Tome and Principe,"5,973",,73 ,,"5,897",,3,,"26,333",322,"29,036","128,010","226,826 ",Africa,38,"3,107",8.0,,,13,5/23/2022
Saint Kitts and Nevis,"5,669",,43 ,,"5,570",,56,,"105,161",798,"70,707","1,311,624","53,908 ",North America,10,"1,254",1.0,,,"1,039",5/23/2022
Cook Islands,"5,543",,1 ,,"5,433",,109,,"315,051",57,"18,004","1,023,303","17,594 ",Australia/Oceania,3,"17,594",1.0,,,"6,195",5/23/2022
Palau,"4,967",,6 ,,"4,240",,721,1,"272,075",329,"51,089","2,798,477","18,256 ",Australia/Oceania,4,"3,043",0.0,,,"39,494",5/23/2022
St. Barth,"4,611",,6 ,,,,,,"464,163",604,"78,646","7,916,851","9,934 ",North America,2,"1,656",0.0,,,"417,053",5/23/2022
Anguilla,"3,116",,9 ,,"3,042",,65,4,"204,261",590,"51,382","3,368,207","15,255 ",North America,5,"1,695",0.0,,,"4,261",5/23/2022
Kiribati,"3,098",,13 ,,"2,602",,483,3,"25,207",106,,,"122,902 ",Australia/Oceania,40,"9,454",,,,"3,930",5/23/2022
Saint Pierre Miquelon,"2,748",,1 ,,"2,449",,298,1,"478,662",174,"23,787","4,143,355","5,741 ",North America,2,"5,741",0.0,,,"51,907",5/23/2022
Falkland Islands,"1,512",, ,,,,,,"411,877",,"8,632","2,351,403","3,671 ",South America,2,,0.0,,,"378,099",5/23/2022
Montserrat,915,,4 ,,749,,162,,"183,073",800,"12,010","2,402,961","4,998 ",North America,5,"1,250",0.0,,,"32,413",5/23/2022
Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,,5/23/2022
Wallis and Futuna,454,,7 ,,438,,9,,"41,774",644,"20,508","1,887,008","10,868 ",Australia/Oceania,24,"1,553",1.0,,,828,5/23/2022
Macao,82,, ,,82,,0,,123,,"5,375","8,070","666,013 ",Asia,"8,122",,124.0,,,,5/23/2022
Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe,28,,,,,,5/23/2022
Marshall Islands,17,, ,,14,,3,,284,,,,"59,943 ",Australia/Oceania,"3,526",,,,,50,5/23/2022
Western Sahara,10,,1 ,,9,,0,,16,2,,,"625,003 ",Africa,"62,500","625,003",,,,,5/23/2022
MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,,5/23/2022
Niue,9,, ,,9,,0,,"5,464",,,,"1,647 ",Australia/Oceania,183,,,,,,5/23/2022
Nauru,8,, ,,5,,3,,730,,,,"10,952 ",Australia/Oceania,"1,369",,,,,274,5/23/2022
Micronesia,7,, ,,1,,6,,60,,,,"117,295 ",Australia/Oceania,"16,756",,,,,51,5/23/2022
Saint Helena,2,, ,,2,,0,,327,,,,"6,111 ",Africa,"3,056",,,,,,5/23/2022
China,"223,332",+187,"5,223 ",1.0,"213,834",+316,"4,275",193,155,4,"160,000,000","111,163","1,439,323,776 ",Asia,"6,445","275,574",9.0,0.1,,3,5/23/2022
