Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Aruba,"35,693",,213 ,,"35,199",,281,,"331,689","1,979","177,885","1,653,053","107,610 ",North America,3,505,1.0,,,"2,611",5/15/2022
Tanzania,"35,354",,840 ,,,,,7,562,13,,,"62,901,456 ",Africa,"1,779","74,883",,,,546,5/15/2022
Faeroe Islands,"34,658",,28 ,,"7,693",,"26,937",5,"704,302",569,"778,000","15,810,116","49,209 ",Europe,1,"1,757",0.0,,,"547,400",5/15/2022
Bahamas,"33,871",,801 ,,"32,488",,582,,"84,626","2,001","233,473","583,330","400,242 ",North America,12,500,2.0,,,"1,454",5/15/2022
Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,139",321,"431,221","198,365","2,173,878 ",Africa,66,"3,119",5.0,,,"3,707",5/15/2022
Mali,"31,003",,733 ,,"30,088",,182,,"1,453",34,"675,008","31,636","21,336,613 ",Africa,688,"29,109",32.0,,,9,5/15/2022
Haiti,"30,713",,835 ,,"29,605",,273,,"2,634",72,"132,422","11,356","11,661,401 ",North America,380,"13,966",88.0,,,23,5/15/2022
Isle of Man,"28,416",,105 ,,"26,794",,"1,517",,"330,915","1,223","150,753","1,755,575","85,871 ",Europe,3,818,1.0,,,"17,666",5/15/2022
Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,120",13,"604,310","47,530","12,714,341 ",Africa,472,"78,002",21.0,,,101,5/15/2022
Somalia,"26,518",,"1,350 ",,"13,182",,"11,986",,"1,586",81,"400,466","23,953","16,718,643 ",Africa,630,"12,384",42.0,,,717,5/15/2022
Saint Lucia,"24,164",,368 ,,"23,207",,589,1,"130,482","1,987","143,281","773,697","185,190 ",North America,8,503,1.0,,,"3,181",5/15/2022
Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,172",67,"347,815","60,270","5,770,949 ",Africa,240,"14,989",17.0,,,609,5/15/2022
Cayman Islands,"23,578",,28 ,,"8,553",,"14,997",1,"351,077",417,"222,773","3,317,098","67,159 ",North America,3,"2,399",0.0,,,"223,306",5/15/2022
Timor-Leste,"22,889",,131 ,,"22,746",,12,,"16,766",96,"264,799","193,963","1,365,204 ",Asia,60,"10,421",5.0,,,9,5/15/2022
Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,333","21,970,296 ",Africa,"1,054","57,514",88.0,,,1,5/15/2022
Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,731",33,,,"6,771,338 ",North America,366,"30,095",,,,"2,074",5/15/2022
Solomon Islands,"18,174",,146 ,,"16,357",,"1,671",2,"25,303",203,"5,117","7,124","718,243 ",Australia/Oceania,40,"4,919",140.0,,,"2,327",5/15/2022
Gibraltar,"18,129",,102 ,,"16,579",,"1,448",,"538,400","3,029","534,283","15,867,278","33,672 ",Europe,2,330,0.0,,,"43,003",5/15/2022
South Sudan,"17,525",,138 ,,"13,514",,"3,873",1,"1,532",12,"389,677","34,068","11,438,136 ",Africa,653,"82,885",29.0,,,339,5/15/2022
Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,750",12,,,"9,936,493 ",Asia,571,"80,133",,,,,5/15/2022
Liechtenstein,"17,347",+14,84 ,,"17,192",+13,71,1,"452,546","2,191","102,174","2,665,501","38,332 ",Europe,2,456,0.0,365,,"1,852",5/15/2022
San Marino,"16,852",,115 ,,"16,454",,283,4,"494,716","3,376","152,231","4,468,970","34,064 ",Europe,2,296,0.0,,,"8,308",5/15/2022
Grenada,"16,344",,221 ,,"14,634",,"1,489",4,"144,008","1,947","157,363","1,386,531","113,494 ",North America,7,514,1.0,,,"13,120",5/15/2022
Equatorial Guinea,"15,910",,183 ,,"15,701",,26,5,"10,687",123,"317,211","213,068","1,488,778 ",Africa,94,"8,135",5.0,,,17,5/15/2022
Djibouti,"15,631",,189 ,,"15,427",,15,,"15,404",186,"305,941","301,492","1,014,756 ",Africa,65,"5,369",3.0,,,15,5/15/2022
CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,938",23,"81,294","16,304","4,986,136 ",Africa,340,"44,125",61.0,,,"1,540",5/15/2022
Bermuda,"14,135",,135 ,,"13,664",,336,,"228,537","2,183","893,980","14,454,002","61,850 ",North America,4,458,0.0,,,"5,432",5/15/2022
Dominica,"12,685",,63 ,,"12,323",,299,,"175,403",871,"194,894","2,694,921","72,319 ",North America,6,"1,148",0.0,,,"4,134",5/15/2022
Monaco,"12,004",,54 ,,"11,866",,84,4,"301,911","1,358","54,960","1,382,294","39,760 ",Europe,3,736,1.0,,,"2,113",5/15/2022
Gambia,"11,999",,365 ,,"11,591",,43,,"4,718",144,"155,686","61,220","2,543,054 ",Africa,212,"6,967",16.0,,,17,5/15/2022
Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,191",369,"164,926","2,895,826","56,953 ",North America,5,"2,712",0.0,,,"161,344",5/15/2022
Yemen,"11,819",,"2,149 ",,"9,009",,661,23,381,69,"265,253","8,543","31,049,015 ",Asia,"2,627","14,448",117.0,,,21,5/15/2022
Samoa,"11,313",,24 ,,"1,605",,"9,684",4,"56,320",119,"85,921","427,746","200,869 ",Australia/Oceania,18,"8,370",2.0,,,"48,211",5/15/2022
Tonga,"11,049",,11 ,,"10,110",,928,,"102,376",102,"518,262","4,802,012","107,926 ",Australia/Oceania,10,"9,811",0.0,,,"8,598",5/15/2022
Saint Martin,"10,602",,63 ,,"1,399",,"9,140",7,"265,754","1,579","112,382","2,817,015","39,894 ",North America,4,633,0.0,,,"229,107",5/15/2022
Sint Maarten,"10,123",,86 ,,"9,985",,52,10,"231,208","1,964","62,056","1,417,354","43,783 ",North America,4,509,1.0,,,"1,188",5/15/2022
Caribbean Netherlands,"9,915",,35 ,,"9,829",,51,,"371,668","1,312","30,126","1,129,287","26,677 ",North America,3,762,1.0,,,"1,912",5/15/2022
Eritrea,"9,745",,103 ,,"9,632",,10,,"2,679",28,"23,693","6,513","3,637,828 ",Africa,373,"35,319",154.0,,,3,5/15/2022
Niger,"9,013",,310 ,,"8,579",,124,1,349,12,"253,043","9,794","25,837,472 ",Africa,"2,867","83,347",102.0,,,5,5/15/2022
Vanuatu,"8,457",+75,14 ,,"7,974",,469,,"26,386",44,"24,976","77,926","320,508 ",Australia/Oceania,38,"22,893",13.0,234,,"1,463",5/15/2022
Guinea-Bissau,"8,222",,171 ,,"8,010",,41,6,"4,002",83,"136,655","66,512","2,054,599 ",Africa,250,"12,015",15.0,,,20,5/15/2022
Comoros,"8,100",,160 ,,"7,933",,7,,"8,959",177,,,"904,091 ",Africa,112,"5,651",,,,8,5/15/2022
Antigua and Barbuda,"7,721",,137 ,,"7,511",,73,1,"77,646","1,378","18,901","190,076","99,439 ",North America,13,726,5.0,,,734,5/15/2022
Sierra Leone,"7,682",,125 ,,,,,,928,15,"259,958","31,400","8,279,028 ",Africa,"1,078","66,232",32.0,,,331,5/15/2022
Liberia,"7,451",,294 ,,"5,747",,"1,410",2,"1,411",56,"139,824","26,487","5,278,999 ",Africa,708,"17,956",38.0,,,267,5/15/2022
Chad,"7,414",,193 ,,"4,874",,"2,347",,428,11,"191,341","11,058","17,303,260 ",Africa,"2,334","89,654",90.0,,,136,5/15/2022
St. Vincent Grenadines,"6,799",,106 ,,"6,641",,52,,"60,925",950,"99,138","888,365","111,596 ",North America,16,"1,053",1.0,,,466,5/15/2022
British Virgin Islands,"6,573",,62 ,,,,,1,"214,762","2,026","103,637","3,386,166","30,606 ",North America,5,494,0.0,,,"5,064",5/15/2022
Turks and Caicos,"6,046",,36 ,,"5,963",,47,4,"152,323",907,"505,354","12,731,886","39,692 ",North America,7,"1,103",0.0,,,"1,184",5/15/2022
Sao Tome and Principe,"5,970",,73 ,,"5,891",,6,,"26,330",322,"29,036","128,060","226,737 ",Africa,38,"3,106",8.0,,,26,5/15/2022
Saint Kitts and Nevis,"5,605",,43 ,,"5,547",,15,,"103,989",798,"70,707","1,311,818","53,900 ",North America,10,"1,253",1.0,,,278,5/15/2022
Cook Islands,"5,410",,1 ,,"5,291",,118,,"307,491",57,"17,469","992,895","17,594 ",Australia/Oceania,3,"17,594",1.0,,,"6,707",5/15/2022
Palau,"4,879",,6 ,,"4,166",,707,1,"267,269",329,"49,264","2,698,658","18,255 ",Australia/Oceania,4,"3,043",0.0,,,"38,729",5/15/2022
St. Barth,"4,611",,6 ,,,,,,"464,210",604,"78,646","7,917,648","9,933 ",North America,2,"1,656",0.0,,,"417,095",5/15/2022
Kiribati,"3,093",,13 ,,"2,602",,478,3,"25,175",106,,,"122,862 ",Australia/Oceania,40,"9,451",,,,"3,891",5/15/2022
Anguilla,"2,984",,9 ,,"2,916",,59,4,"195,646",590,"51,382","3,368,870","15,252 ",North America,5,"1,695",0.0,,,"3,868",5/15/2022
Saint Pierre Miquelon,"2,739",,1 ,,"2,449",,289,1,"477,095",174,"23,687","4,125,936","5,741 ",North America,2,"5,741",0.0,,,"50,340",5/15/2022
Falkland Islands,"1,126",, ,,,,,,"306,896",,"8,632","2,352,685","3,669 ",South America,3,,0.0,,,"273,099",5/15/2022
Montserrat,747,,2 ,,390,,355,,"149,460",400,"11,238","2,248,499","4,998 ",North America,7,"2,499",0.0,,,"71,028",5/15/2022
Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,,5/15/2022
Wallis and Futuna,454,,7 ,,438,,9,,"41,755",644,"20,508","1,886,140","10,873 ",Australia/Oceania,24,"1,553",1.0,,,828,5/15/2022
Macao,82,, ,,82,,0,,123,,"5,375","8,073","665,819 ",Asia,"8,120",,124.0,,,,5/15/2022
Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe,28,,,,,,5/15/2022
Marshall Islands,17,, ,,14,,3,,284,,,,"59,934 ",Australia/Oceania,"3,526",,,,,50,5/15/2022
Western Sahara,10,,1 ,,9,,0,,16,2,,,"624,681 ",Africa,"62,468","624,681",,,,,5/15/2022
MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,,5/15/2022
Niue,9,, ,,9,,0,,"5,464",,,,"1,647 ",Australia/Oceania,183,,,,,,5/15/2022
Nauru,8,, ,,5,,3,,731,,,,"10,951 ",Australia/Oceania,"1,369",,,,,274,5/15/2022
Micronesia,7,, ,,1,,6,,60,,,,"117,269 ",Australia/Oceania,"16,753",,,,,51,5/15/2022
Saint Helena,2,, ,,2,,0,,327,,,,"6,111 ",Africa,"3,056",,,,,,5/15/2022
China,"221,804",+239,"5,209 ",3.0,"210,454",+448,"6,141",383,154,4,"160,000,000","111,163","1,439,323,776 ",Asia,"6,489","276,315",9.0,0.2,,4,5/15/2022
