Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Faeroe Islands,"34,658",,28 ,,"7,693",,"26,937",5,"704,316",569,"778,000","15,810,437","49,208 ",Europe,1,"1,757",0.0,,,"547,411",5/14/2022
Bahamas,"33,830",,800 ,,"32,458",,572,,"84,526","1,999","229,817","574,209","400,232 ",North America,12,500,2.0,,,"1,429",5/14/2022
Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,139",321,"431,221","198,369","2,173,831 ",Africa,66,"3,119",5.0,,,"3,707",5/14/2022
Mali,"30,991",,733 ,,"30,069",,189,,"1,453",34,"674,091","31,596","21,335,013 ",Africa,688,"29,106",32.0,,,9,5/14/2022
Haiti,"30,713",,835 ,,"29,605",,273,,"2,634",72,"132,422","11,356","11,661,022 ",North America,380,"13,965",88.0,,,23,5/14/2022
Isle of Man,"28,416",,87 ,,"26,794",,"1,535",,"330,919","1,013","150,753","1,755,596","85,870 ",Europe,3,987,1.0,,,"17,876",5/14/2022
Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,120",13,"604,310","47,533","12,713,470 ",Africa,472,"77,997",21.0,,,101,5/14/2022
Somalia,"26,518",,"1,350 ",,"13,182",,"11,986",,"1,586",81,"400,466","23,955","16,717,427 ",Africa,630,"12,383",42.0,,,717,5/14/2022
Saint Lucia,"24,164",,368 ,,"23,207",,589,1,"130,484","1,987","143,281","773,706","185,188 ",North America,8,503,1.0,,,"3,181",5/14/2022
Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,173",67,"347,815","60,274","5,770,577 ",Africa,240,"14,989",17.0,,,609,5/14/2022
Cayman Islands,"23,578",,28 ,,"8,553",,"14,997",1,"351,088",417,"222,773","3,317,197","67,157 ",North America,3,"2,398",0.0,,,"223,313",5/14/2022
Timor-Leste,"22,888",,131 ,,"22,746",,11,,"16,766",96,"264,650","193,864","1,365,135 ",Asia,60,"10,421",5.0,,,8,5/14/2022
Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,334","21,968,724 ",Africa,"1,054","57,510",88.0,,,1,5/14/2022
Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,731",33,,,"6,771,123 ",North America,366,"30,094",,,,"2,074",5/14/2022
Solomon Islands,"18,174",,146 ,,"16,357",,"1,671",2,"25,305",203,"5,117","7,125","718,197 ",Australia/Oceania,40,"4,919",140.0,,,"2,327",5/14/2022
Gibraltar,"18,129",,102 ,,"16,579",,"1,448",,"538,400","3,029","534,283","15,867,278","33,672 ",Europe,2,330,0.0,,,"43,003",5/14/2022
South Sudan,"17,525",,138 ,,"13,514",,"3,873",1,"1,532",12,"389,677","34,069","11,437,777 ",Africa,653,"82,882",29.0,,,339,5/14/2022
Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,750",12,,,"9,935,906 ",Asia,571,"80,128",,,,,5/14/2022
Liechtenstein,"17,333",+4,84 ,,"17,179",+13,70,1,"452,181","2,191","102,174","2,665,501","38,332 ",Europe,2,456,0.0,104,,"1,826",5/14/2022
San Marino,"16,852",,115 ,,"16,454",,283,4,"494,716","3,376","152,231","4,468,970","34,064 ",Europe,2,296,0.0,,,"8,308",5/14/2022
Grenada,"16,344",,221 ,,"14,634",,"1,489",4,"144,009","1,947","157,363","1,386,544","113,493 ",North America,7,514,1.0,,,"13,120",5/14/2022
Equatorial Guinea,"15,910",,183 ,,"15,701",,26,5,"10,688",123,"317,211","213,086","1,488,651 ",Africa,94,"8,135",5.0,,,17,5/14/2022
Djibouti,"15,631",,189 ,,"15,427",,15,,"15,404",186,"305,941","301,504","1,014,717 ",Africa,65,"5,369",3.0,,,15,5/14/2022
CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,938",23,"81,294","16,305","4,985,906 ",Africa,340,"44,123",61.0,,,"1,540",5/14/2022
Bermuda,"14,135",,135 ,,"13,664",,336,,"228,537","2,183","893,980","14,454,002","61,850 ",North America,4,458,0.0,,,"5,432",5/14/2022
Dominica,"12,685",,63 ,,"12,323",,299,,"175,406",871,"194,894","2,694,958","72,318 ",North America,6,"1,148",0.0,,,"4,135",5/14/2022
Monaco,"12,002",,54 ,,"11,853",,95,4,"301,869","1,358","54,960","1,382,329","39,759 ",Europe,3,736,1.0,,,"2,389",5/14/2022
Gambia,"11,999",,365 ,,"11,591",,43,,"4,719",144,"155,686","61,225","2,542,867 ",Africa,212,"6,967",16.0,,,17,5/14/2022
Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,191",369,"164,926","2,895,826","56,953 ",North America,5,"2,712",0.0,,,"161,344",5/14/2022
Yemen,"11,819",,"2,149 ",,"9,009",,661,23,381,69,"265,253","8,544","31,047,216 ",Asia,"2,627","14,447",117.0,,,21,5/14/2022
Samoa,"11,313",,24 ,,"1,605",,"9,684",4,"56,321",119,"85,921","427,753","200,866 ",Australia/Oceania,18,"8,369",2.0,,,"48,211",5/14/2022
Tonga,"11,049",,11 ,,"10,110",,928,,"102,379",102,"518,262","4,802,146","107,923 ",Australia/Oceania,10,"9,811",0.0,,,"8,599",5/14/2022
Saint Martin,"10,602",,63 ,,"1,399",,"9,140",7,"265,768","1,579","112,382","2,817,156","39,892 ",North America,4,633,0.0,,,"229,119",5/14/2022
Sint Maarten,"10,123",,86 ,,"9,985",,52,10,"231,219","1,964","62,056","1,417,419","43,781 ",North America,4,509,1.0,,,"1,188",5/14/2022
Caribbean Netherlands,"9,915",,35 ,,"9,829",,51,,"371,682","1,312","30,126","1,129,330","26,676 ",North America,3,762,1.0,,,"1,912",5/14/2022
Eritrea,"9,745",,103 ,,"9,632",,10,,"2,679",28,"23,693","6,513","3,637,694 ",Africa,373,"35,317",154.0,,,3,5/14/2022
Niger,"9,013",,310 ,,"8,579",,124,1,349,12,"253,043","9,795","25,835,063 ",Africa,"2,866","83,339",102.0,,,5,5/14/2022
Vanuatu,"8,289",,14 ,,"7,876",,399,,"25,864",44,"24,976","77,931","320,488 ",Australia/Oceania,39,"22,892",13.0,,,"1,245",5/14/2022
Guinea-Bissau,"8,216",,171 ,,"8,005",,40,6,"3,999",83,"136,232","66,310","2,054,471 ",Africa,250,"12,014",15.0,,,19,5/14/2022
Comoros,"8,100",,160 ,,"7,933",,7,,"8,960",177,,,"904,040 ",Africa,112,"5,650",,,,8,5/14/2022
Antigua and Barbuda,"7,721",,137 ,,"7,511",,73,1,"77,647","1,378","18,901","190,080","99,437 ",North America,13,726,5.0,,,734,5/14/2022
Sierra Leone,"7,682",,125 ,,,,,,928,15,"259,958","31,401","8,278,584 ",Africa,"1,078","66,229",32.0,,,331,5/14/2022
Liberia,"7,451",,294 ,,"5,747",,"1,410",2,"1,412",56,"139,824","26,488","5,278,673 ",Africa,708,"17,955",38.0,,,267,5/14/2022
Chad,"7,414",,193 ,,"4,874",,"2,347",,429,11,"191,341","11,059","17,301,967 ",Africa,"2,334","89,647",90.0,,,136,5/14/2022
St. Vincent Grenadines,"6,797",,106 ,,"6,641",,50,,"60,908",950,"99,138","888,373","111,595 ",North America,16,"1,053",1.0,,,448,5/14/2022
British Virgin Islands,"6,573",,62 ,,,,,1,"214,769","2,026","103,637","3,386,277","30,605 ",North America,5,494,0.0,,,"5,065",5/14/2022
Turks and Caicos,"6,046",,36 ,,"5,963",,47,4,"152,327",907,"505,354","12,732,206","39,691 ",North America,7,"1,103",0.0,,,"1,184",5/14/2022
Sao Tome and Principe,"5,970",,73 ,,"5,891",,6,,"26,331",322,"29,036","128,066","226,726 ",Africa,38,"3,106",8.0,,,26,5/14/2022
Saint Kitts and Nevis,"5,602",,43 ,,"5,546",,13,,"103,935",798,"70,707","1,311,843","53,899 ",North America,10,"1,253",1.0,,,241,5/14/2022
Cook Islands,"5,410",,1 ,,"5,291",,118,,"307,491",57,"17,469","992,895","17,594 ",Australia/Oceania,3,"17,594",1.0,,,"6,707",5/14/2022
Palau,"4,879",,6 ,,"4,166",,707,1,"267,284",329,"49,264","2,698,806","18,254 ",Australia/Oceania,4,"3,042",0.0,,,"38,731",5/14/2022
St. Barth,"4,611",,6 ,,,,,,"464,210",604,"78,646","7,917,648","9,933 ",North America,2,"1,656",0.0,,,"417,095",5/14/2022
Kiribati,"3,093",,13 ,,"2,602",,478,3,"25,176",106,,,"122,857 ",Australia/Oceania,40,"9,451",,,,"3,891",5/14/2022
Anguilla,"2,984",,9 ,,"2,916",,59,4,"195,646",590,"51,382","3,368,870","15,252 ",North America,5,"1,695",0.0,,,"3,868",5/14/2022
Saint Pierre Miquelon,"2,739",,1 ,,"2,449",,289,1,"477,095",174,"23,687","4,125,936","5,741 ",North America,2,"5,741",0.0,,,"50,340",5/14/2022
Falkland Islands,"1,126",, ,,,,,,"306,979",,"8,632","2,353,326","3,668 ",South America,3,,0.0,,,"273,173",5/14/2022
Montserrat,747,,2 ,,390,,355,,"149,460",400,"11,238","2,248,499","4,998 ",North America,7,"2,499",0.0,,,"71,028",5/14/2022
Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,,5/14/2022
Wallis and Futuna,454,,7 ,,438,,9,,"41,755",644,"20,508","1,886,140","10,873 ",Australia/Oceania,24,"1,553",1.0,,,828,5/14/2022
Macao,82,, ,,82,,0,,123,,"5,375","8,073","665,795 ",Asia,"8,119",,124.0,,,,5/14/2022
Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe,28,,,,,,5/14/2022
Marshall Islands,17,, ,,14,,3,,284,,,,"59,933 ",Australia/Oceania,"3,525",,,,,50,5/14/2022
Western Sahara,10,,1 ,,9,,0,,16,2,,,"624,641 ",Africa,"62,464","624,641",,,,,5/14/2022
MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,,5/14/2022
Niue,9,, ,,9,,0,,"5,468",,,,"1,646 ",Australia/Oceania,183,,,,,,5/14/2022
Nauru,8,+1, ,,5,+1,3,,731,,,,"10,951 ",Australia/Oceania,"1,369",,,91,,274,5/14/2022
Micronesia,7,, ,,1,,6,,60,,,,"117,265 ",Australia/Oceania,"16,752",,,,,51,5/14/2022
Saint Helena,2,, ,,2,,0,,327,,,,"6,111 ",Africa,"3,056",,,,,,5/14/2022
China,"221,565",+276,"5,206 ",1.0,"210,006",+866,"6,353",384,154,4,"160,000,000","111,163","1,439,323,776 ",Asia,"6,496","276,474",9.0,0.2,,4,5/14/2022
